14.339626728,15.4920229771
14.2761765459,14.7059069325
14.8604907234,15.5900077903
14.1041447962,15.1805045638
15.9882828638,15.6210518703
13.4747358279,15.5930714192
13.7763760148,14.9919442668
12.8277087513,15.6713690687
13.6716548601,15.1195415913
15.3870428391,15.5693693524
15.5432093364,15.5154315006
13.8530609412,15.6067243687
13.6252524578,14.4520946288
15.0157784412,14.9166409301
13.8364575345,15.2494072536
14.2269443855,14.3479843623
13.2374262542,14.6105875129
13.3848291912,14.7331933025
13.8713010324,14.9739946864
12.3944584682,14.6444821695
14.3218655785,14.5289062944
15.8296509246,15.7161945543
15.801773022,16.0180891448
14.6975120033,14.1119874871
14.7059865665,16.4604029541
13.5915685981,14.919750972
12.2998453887,14.7711946791
13.3990474777,16.1191291052
15.1311286981,15.9003113032
15.385811977,15.7145396747
15.4548742192,15.4404224241
13.7495153086,15.2680313599
15.6991433309,16.0559581453
14.8058049072,14.3325892635
15.1722294265,16.7062439773
11.2491551183,15.1329589611
13.8877390652,14.4854813247
15.3258701791,16.5852406402
12.9751706335,15.160567714
14.0742778084,17.2197351913
14.1820256369,17.8335194549
12.2397001404,14.7286683384
14.825559607,15.9450068483
13.0976336842,16.2303650047
13.8575887776,15.0352683819
15.5250252346,16.7865360781
15.3149952833,14.5683542754
14.0303487352,15.663361877
14.4231299457,14.9410933487
13.6361511884,14.9641163443
14.5347794278,13.3561176401
14.6156622368,14.1524103469
13.0808554435,14.0284594119
14.939286779,14.5493374588
16.0271266262,15.7096583047
14.3192503714,15.1176265819
14.8615330749,14.2845841239
14.0143203251,16.7797126613
13.4076546991,14.6004119094
13.0795973186,14.1938991732
12.6882068879,13.8110959702
14.1923275659,15.3649817872
14.8658936508,14.4713878971
13.3935029775,14.3438989264
13.5865914268,14.391484964
13.1021928955,14.3760326021
14.5417655557,16.3723399532
14.25602703,15.0423494965
16.1875476047,16.3614525397
13.6329236257,13.6288689382
14.6534933462,14.9764922082
12.6191179976,16.7721431425
13.0342772951,14.2568909099
10.8594005167,14.4791443423
12.9348607059,14.6074667798
13.9922676552,14.9621280825
12.5724870434,15.1972734968
15.6826670301,16.221239221
13.2125815156,14.3518273678
13.9897500219,14.5244565035
13.4662664096,13.6576552941
13.1316638549,15.7988258408
14.3543925472,15.0232926838
13.5532941089,13.7321876863
12.9862842913,14.8098370709
14.3726488316,14.9514819119
13.5886905022,15.1977817471
12.2600225189,15.6136410392
13.6660249376,16.4451736539
14.3455456708,15.4488376522
14.6066749758,15.7765536112
14.1536952398,16.5744058645
14.0489950202,14.3907883825
14.0685746422,14.6236425738
15.8889008213,16.3370560943
13.9760141989,15.8420644289
10.8822134136,13.4616618837
13.9092031201,14.9765757722
12.367761462,15.1420498214
15.1676563926,15.5193385695
15.3376951724,14.2331914509
13.5505768965,15.7304406123
13.5791865672,15.4726444134
14.2447908985,15.0850911866
15.3308629672,15.711425992
15.9171489278,15.1565143288
13.8542125389,15.3212575813
14.087365911,14.3072837379
12.6361099734,15.6506610189
14.3628275603,13.8719540931
14.5006660601,14.6175902455
13.9698454701,16.1734160531
15.131331281,15.2892484906
15.1530023132,14.0136283001
13.3101193934,14.390602747
14.2571217259,14.2970500445
13.7161313471,13.5273347038
15.7009405782,15.996114287
13.389435154,14.3651342254
14.1408866647,13.9744055431
14.8448704979,14.0169510596
12.7048959034,14.2729303716
14.9535352524,14.7321890247
14.2811411778,14.6126237752
13.0679907397,14.8328634504
13.6027969985,12.2029519897
12.6881648819,15.8114168071
13.8829172798,14.1180837007
14.0164822161,14.3350998249
15.3657655014,15.8261047526
13.5776475613,14.880455332
13.3918924209,14.3449775614
13.6936209026,15.9218993988
12.878534424,13.2017447984
13.6991636517,15.4180006984
14.01609081,15.8216592523
14.5899650465,16.3809067513
15.0078434204,15.5095433382
14.0595074645,13.757886842
14.4611468368,13.3442572134
14.6447477706,15.0390586635
13.8547889829,15.8661426097
14.2814175097,14.0234069608
14.9330455416,14.3263955207
13.7693080679,16.5131053042
13.4440434518,15.0792266275
14.0317928593,14.4098666447
13.8194684023,15.586767984
16.5065664057,15.2202974747
12.2042323067,14.3210606491
14.8819298949,16.3616223055
15.1603099955,15.1497204219
11.7875960945,14.5503416861
12.8838829833,14.5725034791
13.6202370592,16.4236925016
14.5304936322,15.4466431946
12.6461660805,15.1083877526
15.5476337311,16.4323882099
14.4007699775,15.2125820428
15.2105838999,14.9354799418
15.0617344037,15.1174066564
14.8621458988,14.7017777108
15.4045198944,15.3449071186
13.7943057483,14.6872711125
14.6339027176,16.3008280369
12.456875808,15.5461798649
13.9975977284,16.7359454201
12.9325373357,12.6238997681
13.7034519062,14.7148099336
13.1239559413,15.4484898094
13.8169100942,14.0923353922
13.0248933709,14.2505025154
14.5342553456,15.7659651655
13.2518626046,16.3225231886
13.2365755489,15.3369660959
12.1297131596,12.6668884648
14.3808873556,16.0308716467
15.982397216,15.5239945325
13.7510790998,13.6432073757
13.3573001217,13.4243178614
13.0855908971,14.8677590598
13.6117330216,14.8680641384
15.1776173709,14.1535418801
14.1545658877,15.2874689763
13.2253190627,13.9598546966
13.9415150096,14.7602319307
15.390664789,15.7141282347
13.1764260671,13.6739569424
13.386890059,14.6653682199
15.1588882104,14.7821127089
14.5559922483,14.0494625564
14.6269288557,14.2959201544
13.2862440717,15.6581260669
13.8154823515,14.1716943146
14.3109896419,16.2541905951
13.5359711227,15.7702012718
14.801030553,13.8181314047
13.7727448554,14.6495536089
13.7651015669,15.0231128695
14.0534983592,13.9394689642
15.3090539016,16.0419060452
13.1552377114,16.921221168
12.699403908,13.9991673387
14.3679922538,16.7578235397
13.2632541853,14.098987056
11.9125350892,14.6132573449
13.3700059246,15.1826814326
15.9945069748,15.4532938284
14.1576486059,13.7708384658
14.9698266248,15.5922255269
14.7506871106,15.4688918788
13.3302791966,14.3469959121
13.0500215344,14.6872618871
13.7764264698,14.2361856392
15.1742658521,15.5095749119
14.2125175932,15.0827051707
13.8208948292,15.6114631593
14.1235595503,14.9550975385
14.5475217105,14.8586194529
14.099443594,16.0313119987
14.5773018001,14.2566765914
14.5233183239,14.2300499887
14.3004470402,15.2664329916
14.5583928591,15.4869191366
14.2249418693,15.8611782722
12.0402934434,13.344833503
13.0793104931,9.34787811907
21.7271340216,4.12623222431
12.4766288159,14.4593696654
19.5825727724,10.4116189968
23.3398675274,16.2988735527
18.2611884384,17.9783089958
4.75261282329,24.350407248
